tiempo,referencia,hc,f_pid,hc_dot,y_hat
37,40,41.6921193532151,0.0,-1.0496438920101028,41.819782
55,40,39.9671837225675,0.0,-1.7249356306476002,40.653053
73,40,38.3266294906549,0.130632803053588,-1.6405542319125956,38.73104
91,40,36.6315521912873,3.6496772147169,-1.695077299367604,36.897587
109,40,35.0100687858423,7.28845237682914,-1.621483405444998,34.91132
127,40,32.9742722935315,10.7722397584071,-2.0357964923108014,33.14659
145,40,31.0762145685442,15.1474751799042,-1.8980577249873,30.888855
163,40,28.9585872474196,19.2307091775913,-2.1176273211245977,28.9123
181,40,27.2541803825337,23.7881348891672,-1.7044068648859003,27.03216
199,40,26.0857389976924,27.4627895592678,-1.1684413848413016,25.717672
217,40,25.3087933312929,29.9906851990205,-0.7769456663994987,25.15819
235,40,24.7889812831564,31.6808016287332,-0.519812048136501,24.88101
253,40,24.476794107021,32.8206824378413,-0.31218717613539937,24.708635
271,40,24.4836935014452,33.5160883541545,0.006899394424198846,24.497147
289,40,24.5437891349938,33.527582359256,0.06009563354860248,24.56082
307,40,24.8720311217725,33.4249587452416,0.32824198677869987,24.62002
325,40,24.9204336234169,32.7470594135644,0.048402501644400076,24.92982
343,40,24.8270242061121,32.6688598012232,-0.09340941730480168,24.921192
361,40,24.7487006428563,32.8947647708706,-0.07832356325580037,24.824232
379,40,24.82368566469,33.0884688004538,0.07498502183370093,24.766811
397,40,24.8951253498791,32.9534585794717,0.07143968518909816,24.85538
415,29,24.7645730557321,9.23092609596235,-0.1305522941469981,24.913568
433,29,21.9422431514973,9.51791360358992,-2.822329904234799,21.736204
451,29,18.8989680608013,15.5789852143319,-3.0432750906959996,18.61163
469,29,15.3113369786069,22.1187647124248,-3.5876310821944024,15.9048395
487,29,13.1372034915155,29.8313425116304,-2.1741334870913995,13.563858
505,29,13.8712491362155,34.518044698867,0.7340456447000001,13.732331
523,29,15.7326381466831,32.9703851957117,1.8613890104675992,15.584468
541,29,16.5302990486044,29.0033308464718,0.7976609019213026,16.630505
559,29,16.3198202017075,27.3148204693576,-0.21047884689690122,16.393541
577,29,15.9121134591457,27.7874187754231,-0.40770674256179973,15.791427
595,29,15.6903096205173,28.6834274267603,-0.22180383862840003,15.541987
613,29,15.5445470772568,29.1813649228412,-0.14576254326050098,15.563587
631,29,15.5496545512135,29.5165695316998,0.005107473956700304,15.563736
649,29,15.684407485391,29.5284048462231,0.13475293417750045,15.652057
667,29,15.693634183452,29.2621419975336,0.009226698060999183,15.7740965
685,29,15.6576645904679,29.264904680794,-0.03596959298409885,15.714178
703,29,15.8884947696634,29.3645977801649,0.23083017919549853,15.683561
721,29,15.9483995643862,28.8920662935072,0.05990479472280086,15.910014
739,29,15.669942109089,28.7857787763861,-0.27845745529720034,15.845061
757,29,15.5570756808139,29.4051768188163,-0.1128664282750993,15.57197
775,29,15.5956495004588,29.669853759522,0.03857381964489903,15.631766
793,29,15.6421274270708,29.6098825415956,0.046477926612000786,15.729386
811,26,15.9934050154535,23.097891677889,0.3512775883827004,15.758075
829,26,14.3277388531383,22.3619454153721,-1.6656661623152011,14.419058
847,26,12.3365625637571,25.951748504123,-1.9911762893811993,12.721143
865,26,11.6040371055873,30.2425921207762,-0.7325254581697997,11.8374815
883,26,12.831684583619,31.8370023588801,1.2276474780316988,12.750081
901,26,13.9797612927958,29.2280824004526,1.1480767091768005,14.17997
919,26,14.3182158684734,26.7877623519205,0.3384545756776003,14.195741
937,26,13.8162570465413,26.0821371674143,-0.5019588219320994,13.801866
955,26,13.1395427644861,27.1786254464208,-0.676714282055201,13.138545
973,26,12.8434136154816,28.6508144052438,-0.29612914900449994,12.871851
991,26,13.3422503827255,29.3077944723239,0.49883676724389936,13.114235
1009,26,13.590428672053,28.2600742326038,0.24817828932749997,13.714405
1027,26,13.8289328203195,27.7491714982981,0.23850414826650024,13.5765
1045,26,13.4962835476173,27.2585994321816,-0.3326492727021986,13.619022
1063,26,13.2568747016559,27.9927474757168,-0.23940884596140144,13.189243
1081,26,13.3125274463662,28.5274582452312,0.055652744710300794,13.223272
1099,26,13.466034251677,28.4296674134577,0.15350680531079952,13.436824
1117,26,13.5288001650542,28.1218853570775,0.06276591337720028,13.529721
1135,26,13.8128344713116,28.0084825040678,0.2840343062574,13.483225
1153,26,13.5780430379299,27.4203526354261,-0.23479143338169983,13.683925
1171,26,13.4213223256663,27.9446228810024,-0.15672071226360096,13.307364
1189,26,13.2844468825906,28.3018291195102,-0.13687544307569866,13.340659
1207,32,13.4129360895197,41.4867327091525,0.1284892069290997,13.343005
1225,32,16.9150885158572,41.2428237641598,3.5021524263374992,16.658253
1243,32,19.4288527958577,33.7621895785174,2.513764280000501,19.066664
1261,32,19.9682494892835,28.3957160209882,0.5393966934258003,19.959076
1279,32,19.5894676847819,27.2600031227242,-0.3787818045015996,19.34583
1297,32,18.8010680011431,28.0928694723952,-0.7883996836388008,18.749998
1315,32,18.0522313245262,29.8050077534359,-0.7488366766169001,18.176462
1333,32,18.1453979621694,31.4336187757988,0.09316663764320054,17.953152
1351,32,18.4800977597207,31.2574010686366,0.3346997975512984,18.435514
1369,32,18.7519862149075,30.5629369278208,0.2718884551868008,18.692158
1387,32,18.7367473870872,30.0026362018597,-0.015238827820301282,18.758753
1405,32,18.4625799699128,30.0577629732835,-0.2741674171744002,18.595758
1423,32,18.3404631538592,30.6683173803982,-0.12211681605359814,18.375038
1441,32,18.5376877292353,30.9531876328802,0.19722457537610083,18.422792
1459,32,18.5884077174179,30.5532774422086,0.05071998818259971,18.66923
1477,32,18.8075740133615,30.4672855320812,0.21916629594359804,18.615088
1495,32,18.5778163304193,30.0198903822904,-0.2297576829421999,18.781317
1513,32,18.4845932435802,30.5350659433374,-0.09322308683909952,18.464256
1531,32,18.6165118895061,30.7577639593068,0.13191864592590008,18.519257
1549,32,18.7542714410309,30.4976908597598,0.1377595515248018,18.691965
1567,32,18.6959339043055,30.2248655739006,-0.058337536725399985,18.743406
1585,32,18.5937660123468,30.3724352052098,-0.10216789195870035,18.620657
1603,20,18.7279862990652,4.87411976061416,0.13422028671839925,18.57171
1621,20,14.7487906525795,4.58859912473156,-3.9791956464857012,14.986286
1639,20,9.32385259571794,13.1261283232499,-5.42493805686156,9.809285
1657,20,1.05590116310143,24.7715149536107,-8.26795143261651,1.3804398
1675,20,5.64312298717253,42.5243540350464,4.587221824071101,5.5563865
1693,20,13.9646769898159,32.7168507370239,8.321554002643369,12.865702
